sensor_id,lon,lat
83081,-118.61397,34.142887
72607,-119.72688,34.404102
81541,-121.9617,37.34485
83499,-122.636566,38.221413
86369,-122.17939,37.873596
8640,-118.4501,35.123505
84721,-122.227234,37.814625
66029,-122.31254,37.50588
85641,-117.264786,32.844364
81081,-117.14897,32.93019
