sensor_id,geo_feature,feature_type,buffer_size,sum(value),count
80519,highway,path,500,159.07564875731646,
70207,highway,residential,500,1041.359410596504,
86479,highway,footway,1000,1630.0986558137924,
6244,highway,motorway,500,1746.258656745075,
18287,highway,secondary,1000,98.79239940832612,
82337,highway,service,1000,2648.1339598850527,
134314,highway,primary,500,2501.546371428321,
6818,highway,service,500,361.2184038784035,
94955,highway,steps,500,44.77312972331028,
101221,highway,steps,1000,47.99032837715701,
120513,highway,footway,1000,7889.341337266881,
37197,highway,footway,500,620.572727686478,
53151,highway,secondary,1000,1904.2975394700777,
67459,highway,cycleway,1000,51.21650648494956,
98713,highway,cycleway,1000,2023.1113651338785,
64763,highway,service,500,442.6179534397723,
82079,highway,path,1000,60.70250128454,
4658,highway,cycleway,500,566.0613148323523,
65437,highway,steps,500,3.935168716078668,
119667,highway,track,1000,120.6107724121531,
4658,waterway,canal,1000,1846.5657617580664,
51565,waterway,ditch,1000,211.07608670796697,
110080,waterway,stream,500,398.4159053311285,
122079,highway,service,1000,32292.19462980685,
121313,highway,residential,500,4479.3189013603205,
114557,highway,residential,1000,18893.376352639945,
39665,highway,motorway_link,500,772.5221593059882,
11416,highway,unclassified,1000,209.05651208407613,
78819,highway,secondary,1000,7829.262074259121,
37703,highway,residential,100,462.3807786331829,
83641,highway,secondary,1000,2861.599983694502,
26561,highway,residential,500,5697.888477901963,
87345,highway,track,1000,462.8291880815584,
125883,highway,tertiary,500,482.13705460101215,
124099,highway,residential,100,454.06549360185215,
2350,highway,residential,100,87.19827197988064,
51681,highway,motorway_link,1000,401.9849183781434,
13143,highway,residential,500,2933.9649289064155,
116661,highway,service,1000,9725.623793632702,
4417,highway,service,100,290.9651997672815,
6244,highway,residential,100,401.7836275956876,
82863,highway,residential,1000,3944.557849445551,
19601,highway,residential,100,614.3461707498211,
85867,highway,unclassified,500,1811.657118958913,
18453,highway,primary,1000,3855.393700695766,
97693,highway,residential,100,542.6650215066422,
4103,highway,footway,1000,47597.24894735295,
2362,highway,path,1000,2005.0849619217292,
79147,highway,secondary,500,441.4553046336472,
20547,highway,service,1000,2525.286033179216,
86383,highway,service,500,1720.6520870115678,
122079,highway,residential,100,208.38793702596828,
84029,highway,unclassified,1000,177.800043754625,
4445,highway,tertiary_link,1000,35.97206284147269,
89725,highway,path,1000,105.4566988330458,
119707,highway,track,500,180.28860137099565,
69341,highway,service,1000,3016.9583603626743,
6222,highway,footway,500,959.5212728328628,
90925,highway,service,100,140.7510670023686,
98865,highway,track,1000,168.07970493616222,
65259,man_made,water_works,1000,912.480102180229,
85867,highway,residential,1000,29060.92243210676,
104432,highway,tertiary,100,362.3640266246617,
66183,highway,unclassified,1000,453.229953116416,
69197,highway,service,500,5707.71051081982,
19507,highway,service,1000,1195.0797474880644,
80519,highway,tertiary,500,588.114946265416,
108138,highway,residential,500,3051.867979079552,
37197,highway,service,1000,3174.16622323318,
11844,highway,service,500,3442.94054437753,
98865,highway,service,1000,11088.531462720492,
82055,highway,primary,1000,4405.701532022178,
120853,highway,motorway,1000,3843.724524189546,
111590,highway,tertiary,500,1477.0231686607876,
89725,highway,motorway,1000,3693.5752596271486,
29201,highway,primary_link,1000,170.4236578589862,
52981,highway,cycleway,1000,3947.8330606204736,
111590,highway,path,100,85.97792883526438,
76597,highway,primary,500,1991.204204507021,
65437,highway,footway,500,5386.794937698859,
52981,highway,footway,1000,250.90450452470503,
69519,highway,service,500,3079.550661247817,
86911,highway,track,1000,1065.5103728121894,
14973,highway,tertiary,100,210.23223981975724,
78787,highway,unclassified,500,314.5652211085744,
121439,highway,primary_link,500,102.68982962030736,
96087,highway,footway,1000,4273.597579653424,
80735,highway,service,500,2932.0307970261647,
60007,highway,footway,100,79.81372330532508,
19335,highway,path,500,497.5785092861464,
134246,highway,service,500,4031.0274185229127,
134418,highway,service,500,2377.8077183900896,
135134,highway,footway,500,1430.3437504367228,
134246,highway,footway,1000,11461.255448261363,
28425,waterway,stream,1000,1944.1040731769565,
82991,waterway,stream,1000,3285.3504673853977,
54169,waterway,stream,500,213.83135279929613,
104600,waterway,stream,500,1174.8122565975557,
61193,highway,residential,1000,29930.04468456557,
115705,highway,residential,100,425.6963795829652,
69599,highway,residential,100,343.9890030558093,
84719,highway,service,1000,3791.7601586702303,
4445,highway,residential,100,155.27425904881835,
73533,highway,residential,100,303.5855497454578,
104718,highway,residential,1000,8632.16228207612,
20721,highway,residential,1000,33780.55934416925,
77807,highway,secondary,500,481.8735786776416,
14073,highway,residential,1000,6313.651538857743,
22963,highway,residential,500,3627.421723509198,
53329,highway,residential,1000,4553.64191478636,
121601,highway,unclassified,1000,837.1000803645794,
109050,highway,service,1000,2055.4710398884017,
71525,highway,residential,1000,34446.75580262623,
37923,highway,footway,1000,2052.8492048338867,
65259,highway,path,1000,11953.13242815109,
113052,highway,motorway,1000,3194.0982798159093,
65227,highway,steps,100,14.011373171791304,
83641,highway,secondary_link,1000,52.05898031757097,
98713,highway,service,500,12932.315592005762,
57787,highway,service,500,3876.3380473748175,
70097,highway,path,1000,1855.8955730184373,
82079,highway,steps,1000,209.38466148790877,
34523,highway,construction,500,276.27623714646984,
71525,highway,footway,500,5609.920928499495,
79337,highway,footway,1000,6288.445257041456,
76597,highway,footway,1000,52997.8317013313,
20997,highway,track,1000,195.39227226276603,
69519,highway,service,100,227.92355913754784,
48633,highway,path,1000,18.217890596963237,
11416,waterway,river,1000,1459.0476899070793,
55833,waterway,stream,1000,1259.432809019274,
90819,waterway,drain,500,20.55954836700614,
16541,man_made,pipeline,1000,1970.6471079817188,
2653,highway,primary_link,1000,821.6206931319402,
76683,highway,residential,500,8633.24949337458,
20721,highway,primary,1000,5769.648909266045,
77807,highway,secondary,1000,2975.807077615549,
87345,highway,residential,1000,150.95433541119232,
96087,highway,unclassified,1000,329.6834318167458,
86383,highway,footway,1000,5036.984707523167,
116661,highway,path,100,29.78476349111927,
83227,highway,residential,500,3284.9674500559154,
89847,highway,residential,1000,27296.97038397574,
97925,highway,residential,500,9821.223119846149,
37849,highway,secondary,1000,5075.138975405328,
70669,highway,secondary_link,1000,304.6461536953027,
109324,highway,tertiary,500,2132.379901641018,
56545,highway,living_street,1000,219.7397492403601,
82991,highway,unclassified,1000,579.151089198507,
71503,highway,service,100,53.92382242021272,
55969,highway,track,1000,697.6421432221241,
26379,highway,footway,1000,16589.15056753276,
26561,highway,service,500,1679.99819251896,
86383,highway,secondary,1000,3911.6739585828336,
9168,highway,footway,1000,2754.764947102987,
55277,highway,path,1000,1136.2334687961622,
51569,highway,primary,500,742.7669764022771,
80735,highway,primary_link,1000,47.01606742998306,
104708,highway,service,100,122.83885892581606,
60663,highway,cycleway,1000,14.923339138553285,
113066,waterway,stream,1000,7404.892709868805,
78107,man_made,water_works,1000,715.7380604421941,
36111,highway,service,1000,23217.29118576085,
70637,highway,tertiary,1000,3527.256651488704,
69519,highway,unclassified,100,145.3486135691175,
40471,highway,primary_link,1000,1158.262165744778,
40471,highway,service,500,703.9615910467719,
125883,highway,residential,1000,2306.6034407838374,
72573,highway,service,1000,6175.189305914954,
20085,highway,residential,500,4101.642204676955,
11416,highway,residential,100,307.57667425731927,
14973,highway,residential,1000,16511.612209037972,
78615,highway,track,1000,1957.0349013939745,
109324,highway,steps,1000,936.4817897390278,
2362,highway,motorway_link,500,2657.1724458109275,
61619,highway,path,1000,772.6569036519345,
37257,highway,path,1000,40.015287990256006,
19335,highway,cycleway,1000,459.79488950901816,
110494,highway,unclassified,500,50.2640499019511,
75061,highway,motorway,1000,3326.888194630553,
78615,highway,unclassified,500,145.46263561598798,
60663,highway,footway,500,13427.208662086849,
119505,highway,service,500,2380.12069527913,
66029,highway,path,100,60.31767417620927,
108524,highway,service,100,77.85689418986246,
97925,highway,track,1000,108.5506574462027,
65747,highway,path,500,515.520874321143,
92173,highway,unclassified,500,53.61753949791012,
69197,highway,path,1000,216.7483111231145,
119567,waterway,stream,1000,2068.4927025573315,
143602,waterway,drain,500,644.1101583379086,
55277,waterway,river,100,167.2367795896105,
89847,waterway,stream,1000,2566.453754024319,
64723,man_made,pier,500,3390.2993598757225,
2362,highway,residential,500,1495.2905971065377,
89725,highway,unclassified,500,963.1091642378556,
18287,highway,residential,100,457.2274954741914,
75021,highway,residential,100,326.3915857741788,
56545,highway,primary,1000,2775.1539964775643,
128231,highway,footway,1000,8947.922345260777,
113160,highway,residential,1000,28574.673133902204,
134260,highway,secondary,1000,8107.242132786349,
69341,highway,residential,100,70.35310494331537,
78615,highway,footway,1000,543.1772351493132,
120513,highway,secondary_link,1000,271.8557486050456,
64763,highway,path,1000,359.4045438567162,
134246,highway,service,1000,16654.149763506277,
111998,highway,service,1000,8891.73006081286,
60353,highway,primary,1000,545.9981031680458,
11844,highway,footway,500,379.5014283995213,
1212,highway,primary,500,430.2501360013139,
112310,highway,footway,1000,389.3157523554553,
70533,highway,service,1000,7196.259484560324,
9168,highway,proposed,1000,18.703289141633807,
62419,waterway,stream,1000,316.1565601090898,
90799,aerialway,magic_carpet,500,79.29389154231781,
60829,man_made,wastewater_plant,1000,260.1427689820142,
110666,man_made,bridge,1000,157.68525025549474,
119667,highway,residential,100,109.65161317201388,
110318,highway,tertiary,1000,3798.4553273443553,
114889,highway,secondary,1000,2517.761906280646,
65227,highway,track,500,158.69688291473798,
26379,highway,unclassified,1000,325.2544644592233,
68631,highway,residential,100,224.60547875337,
104718,highway,residential,500,2536.890991338947,
73689,highway,motorway_link,1000,3415.420859600089,
51301,highway,living_street,500,261.881324374286,
34523,highway,residential,500,4349.9377051050815,
113160,highway,residential,100,369.42653253141856,
37197,highway,secondary,500,725.6360094798144,
17909,highway,tertiary,1000,1043.4551823895688,
104600,highway,residential,1000,3434.6079800510056,
7974,highway,primary,1000,2208.755117251746,
70097,highway,steps,500,530.9004979288421,
61015,highway,tertiary,100,130.1819461883153,
34523,highway,cycleway,1000,6834.601747991889,
68393,highway,tertiary_link,1000,224.2220427363058,
48633,highway,service,500,3852.755118509385,
120853,highway,path,1000,878.5176916542839,
64795,highway,footway,1000,413.2910868207541,
75061,highway,footway,500,47.12765281762484,
2350,highway,primary_link,500,33.50521693053733,
37725,highway,path,500,93.14768929611212,
113160,highway,footway,1000,298.2781297156521,
63421,highway,footway,1000,1531.510869810857,
65723,highway,primary_link,1000,128.0354802617892,
104396,highway,cycleway,1000,1060.2917688490825,
15803,highway,service,100,297.0486723381415,
65747,highway,footway,1000,318.78140520468645,
65227,highway,path,1000,74.88268651860191,
63991,highway,corridor,500,39.30603051701825,
101221,waterway,drain,500,438.3787568317488,
120853,waterway,stream,1000,2863.384029621603,
79617,waterway,drain,500,738.9358383936664,
82337,waterway,ditch,500,1042.3400725002437,
15669,waterway,ditch,500,1798.9962692380484,
55463,waterway,stream,500,13.306462537345745,
92173,waterway,canal,1000,171.45854127157722,
2362,highway,residential,1000,9031.028301925764,
79177,highway,motorway_link,1000,11219.64871208364,
60455,highway,motorway,1000,3111.4296006934183,
19573,highway,residential,500,4908.892289617019,
97597,highway,residential,1000,4440.328475473605,
87815,highway,tertiary,1000,8897.460077907523,
69909,highway,unclassified,1000,349.2321656441896,
79177,highway,primary,1000,2617.0010116167264,
19573,highway,service,1000,22181.743765105846,
37009,highway,trunk_link,500,714.4780145848042,
2362,highway,footway,1000,9226.815047368153,
77807,highway,primary_link,1000,70.80254730289387,
73853,highway,secondary,1000,957.2227384872934,
77807,highway,tertiary,100,181.60050732226668,
70701,highway,primary_link,1000,593.4039437934853,
89751,highway,unclassified,500,1122.9748851379404,
14117,highway,secondary,500,1259.356463308796,
66029,highway,tertiary,500,903.6802823135135,
67983,highway,service,100,50.18752080905812,
12857,highway,secondary_link,1000,125.644720664664,
117939,highway,service,500,74.10561944767521,
29201,highway,construction,1000,604.4708565006435,
60829,highway,tertiary,500,130.83312556364567,
55449,highway,residential,100,84.0202822389745,
84207,highway,tertiary_link,1000,50.65675841849735,
51371,man_made,wastewater_plant,1000,2244.9271375077933,
93521,man_made,water_tower,1000,144.4484794729989,
71503,highway,service,1000,4596.682168611861,
128231,highway,tertiary,1000,9214.127841688678,
73755,highway,residential,1000,18360.289484779125,
110080,highway,residential,500,6775.13019458071,
83641,highway,footway,1000,12541.154551682444,
9162,highway,track,1000,3532.436071875285,
63239,highway,residential,500,687.7690500228072,
111940,highway,residential,500,3670.313301216803,
78947,highway,tertiary,1000,1072.2054531607937,
60007,highway,motorway,500,1865.883912393248,
84719,highway,residential,500,1921.8737303002304,
63931,highway,track,500,178.81751743988184,
27723,highway,track,500,2099.9836257713614,
4103,highway,secondary,500,2609.0950883470737,
108138,highway,footway,1000,13769.109816879964,
60353,highway,trunk,1000,910.817830315098,
29201,highway,footway,1000,18085.581590743604,
75529,highway,tertiary,500,1128.922672656559,
50093,highway,tertiary,500,285.3933682389119,
39663,highway,path,500,31.791741002465947,
94955,highway,cycleway,100,177.28581736585352,
27723,highway,service,1000,1750.9221659260315,
78107,highway,footway,1000,46845.173127593946,
72817,highway,footway,100,442.7467487818979,
93521,highway,footway,100,194.4561532895868,
103850,highway,steps,100,24.626178645662755,
112332,highway,service,100,48.52715981355793,
60833,highway,tertiary_link,1000,10.038022224096297,
14161,highway,cycleway,500,436.1453054869064,
90799,highway,path,500,949.3528374556668,
22459,highway,steps,1000,7.401260793734252,
101221,waterway,drain,1000,1002.4863227409749,
72817,highway,service,1000,18028.81825134787,
82079,highway,secondary,1000,6342.362550761076,
114379,highway,tertiary,500,2796.022262293232,
19511,highway,residential,500,7285.560488049803,
19511,highway,service,1000,8413.840325321975,
119993,highway,service,1000,5021.409494799613,
16059,highway,residential,500,1898.4314572618064,
11844,highway,tertiary,1000,2237.099379483026,
8106,highway,service,1000,5132.857150528188,
13143,highway,track,1000,2419.629826607472,
77049,highway,residential,100,45.01430904663289,
109324,highway,service,1000,3342.917955652317,
62493,highway,motorway,1000,332.9338523919457,
69835,highway,track,1000,8.18598707567791,
91335,highway,service,500,1931.2173289896543,
120853,highway,track,1000,33.7539385261707,
9162,highway,footway,500,9341.350998073249,
37923,highway,service,500,3818.402013533992,
6218,highway,unclassified,500,165.9260017340164,
121453,highway,footway,500,799.7882277802865,
28425,highway,footway,1000,41.24522069542085,
52981,highway,service,500,3466.4365050017504,
120513,highway,path,100,367.8284563202118,
81731,highway,service,500,330.0645400562838,
113066,highway,steps,1000,6.613657697113991,
71503,waterway,stream,1000,2297.019569538965,
63421,waterway,stream,500,214.88679963197904,
60353,waterway,drain,1000,329.4501573251647,
7974,waterway,stream,500,2171.058775414848,
73533,waterway,canal,1000,205.1098178536839,
74161,man_made,reservoir_covered,1000,594.5975860825861,
59887,highway,residential,100,79.27188007415137,
72081,highway,service,1000,6510.979852158357,
37009,highway,service,500,14141.639786991587,
112834,highway,unclassified,100,271.76580320971755,
52981,highway,unclassified,1000,458.1464771749668,
55833,highway,path,1000,5380.52148907146,
79715,highway,service,1000,5870.703177666084,
9168,highway,tertiary,1000,6027.562408666062,
114189,highway,secondary_link,1000,72.69807086288115,
39665,highway,footway,1000,12762.907385669498,
114557,highway,motorway,500,1989.703251882805,
74161,highway,secondary_link,1000,101.66092865622753,
53517,highway,unclassified,1000,114.58818869772348,
70009,highway,cycleway,500,5.0477262685867,
34523,highway,footway,100,70.7271575766087,
37703,highway,primary_link,1000,96.00256539516892,
35809,highway,tertiary,100,319.3585511555441,
66029,highway,footway,1000,13206.1311148714,
104396,highway,service,1000,4686.84423860838,
