sensor_id,geo_feature,feature_type,buffer_size,count
121313,highway,turning_circle,1000,28
89725,highway,crossing,1000,83
125965,highway,traffic_signals,500,1
55969,highway,stop,1000,2
61193,highway,crossing,1000,327
109718,highway,turning_circle,100,1
114379,highway,crossing,1000,9
114889,highway,bus_stop,1000,14
61193,highway,bus_stop,1000,28
86273,highway,turning_loop,1000,2
115705,highway,stop,1000,57
69909,highway,stop,500,4
79337,highway,turning_circle,500,10
60663,highway,turning_circle,1000,11
60833,highway,turning_circle,1000,23
90465,highway,turning_circle,1000,12
61015,highway,stop,1000,7
98713,highway,stop,1000,1
112052,highway,turning_circle,1000,1
79177,highway,traffic_signals,500,2
4431,highway,motorway_junction,1000,4
34523,highway,bus_stop,500,2
20165,highway,bus_stop,1000,7
136698,highway,motorway_junction,1000,3
64795,highway,stop,500,1
65227,highway,bus_stop,1000,28
75021,highway,bus_stop,1000,8
71525,highway,crossing,1000,14
78031,highway,stop,500,2
48067,highway,turning_circle,1000,28
119667,highway,traffic_signals,1000,4
110602,highway,turning_circle,500,11
89911,highway,elevator,500,1
16073,highway,priority,1000,31
119567,highway,turning_circle,1000,10
110080,highway,turning_circle,500,5
56777,highway,turning_circle,500,5
83641,highway,traffic_signals,500,4
94955,highway,give_way,500,9
83641,highway,bus_stop,500,6
90925,highway,bus_stop,500,5
87779,highway,turning_circle,500,1
19335,highway,bus_stop,1000,38
22067,highway,bus_stop,500,5
112366,highway,turning_circle,500,9
113292,highway,turning_circle,1000,9
70007,highway,crossing,500,74
87815,highway,give_way,500,1
69447,highway,bus_stop,1000,19
52981,highway,turning_circle,500,5
19511,highway,bus_stop,1000,2
40471,highway,crossing,500,21
20721,highway,crossing,500,42
60007,highway,crossing,1000,39
19157,highway,crossing,500,78
110036,highway,turning_circle,1000,10
82055,highway,give_way,500,1
109324,highway,bus_stop,500,6
78267,highway,street_lamp,500,12
116661,highway,turning_circle,500,6
70007,highway,stop,100,1
49327,highway,traffic_signals,1000,9
65223,highway,stop,1000,11
53299,highway,motorway_junction,1000,3
108138,highway,turning_loop,1000,1
32537,highway,crossing,1000,10
16073,highway,turning_circle,1000,6
34523,highway,stop,500,8
4431,highway,bus_stop,500,3
104718,highway,crossing,500,60
72609,highway,bus_stop,100,1
51301,highway,crossing,100,8
68669,highway,stop,1000,63
56545,highway,turning_circle,1000,3
4658,highway,turning_circle,1000,38
69447,highway,stop,500,16
62493,highway,bus_stop,1000,6
119667,highway,turning_circle,500,5
8334,highway,turning_circle,500,1
93521,highway,turning_circle,1000,12
121453,highway,street_lamp,500,18
61015,highway,bus_stop,1000,19
34523,highway,turning_circle,1000,17
57887,highway,turning_circle,100,1
79177,highway,motorway_junction,500,2
60829,highway,crossing,1000,67
19613,highway,bus_stop,500,2
86407,highway,bus_stop,1000,19
70669,highway,traffic_signals,500,8
113206,highway,stop,1000,13
65723,highway,crossing,100,4
115705,highway,street_lamp,1000,2
63931,highway,turning_circle,500,3
61235,highway,bus_stop,100,1
2362,highway,turning_circle,1000,5
108138,highway,turning_circle,500,5
29201,highway,stop,500,12
82847,highway,turning_circle,500,12
6244,highway,traffic_signals,1000,12
6228,highway,turning_circle,1000,12
82337,highway,turning_circle,1000,1
82863,highway,traffic_signals,500,6
76597,highway,crossing,100,1
85081,highway,stop,1000,87
84997,highway,traffic_signals,1000,9
69835,highway,mini_roundabout,1000,1
60105,highway,give_way,1000,2
78041,highway,bus_stop,500,15
71525,highway,bus_stop,1000,4
14161,highway,stop,100,1
72081,highway,turning_circle,500,6
89751,highway,stop,1000,1
50093,highway,mini_roundabout,500,1
121453,highway,turning_circle,500,7
28503,highway,traffic_signals,500,4
9162,highway,turning_circle,100,1
120853,highway,crossing,1000,19
18481,highway,stop,1000,4
19047,highway,bus_stop,1000,2
99657,highway,bus_stop,500,4
69197,highway,give_way,1000,5
36111,highway,crossing,1000,127
113052,highway,bus_stop,500,1
114189,highway,turning_loop,500,1
70007,highway,crossing,1000,149
116661,highway,traffic_signals,1000,5
114557,highway,bus_stop,1000,13
62185,highway,crossing,500,2
78015,highway,traffic_signals,1000,2
2350,highway,traffic_signals,500,10
89847,highway,turning_circle,500,4
93521,highway,crossing,1000,18
2362,highway,bus_stop,500,1
112834,highway,stop,100,1
65437,highway,crossing,1000,414
109718,highway,traffic_signals,500,3
16073,highway,crossing,100,3
104672,highway,stop,500,14
34523,highway,crossing,500,9
69909,highway,stop,1000,35
131077,highway,turning_circle,100,1
73533,highway,turning_circle,1000,11
6218,highway,crossing,1000,30
40471,highway,motorway_junction,1000,4
90925,highway,turning_circle,100,1
36111,highway,motorway_junction,500,1
68393,highway,traffic_signals,1000,10
87815,highway,bus_stop,1000,18
8334,highway,turning_circle,1000,3
48633,highway,traffic_signals,500,1
108138,highway,crossing,1000,32
79213,highway,stop,1000,3
112310,highway,turning_circle,100,1
84997,highway,crossing,500,22
73667,highway,crossing,100,5
19613,highway,crossing,500,2
104432,highway,turning_circle,1000,6
104432,highway,turning_circle,500,1
131077,highway,turning_circle,500,14
78031,highway,stop,1000,3
87815,highway,turning_circle,500,1
20085,highway,turning_circle,500,9
53027,highway,stop,1000,1
28425,highway,crossing,100,1
86407,highway,traffic_signals,1000,3
20165,highway,turning_circle,1000,14
20165,highway,turning_circle,500,8
16073,highway,turning_loop,500,5
112834,highway,crossing,100,9
60007,highway,stop,1000,1
111998,highway,bus_stop,500,2
65437,highway,crossing,100,4
4431,highway,street_lamp,500,1
111590,highway,bus_stop,500,19
77049,highway,traffic_signals,1000,1
83549,highway,crossing,500,64
20085,highway,street_lamp,1000,8
92029,highway,turning_circle,1000,25
80519,highway,traffic_signals,1000,1
79177,highway,traffic_signals,1000,11
94955,highway,bus_stop,500,5
81047,highway,crossing,500,23
69909,highway,crossing,100,8
113292,highway,turning_circle,100,1
69447,highway,give_way,500,5
60663,highway,stop,500,2
76465,highway,traffic_signals,1000,6
19157,highway,priority,1000,6
73689,highway,motorway_junction,1000,3
86407,highway,turning_circle,500,10
119567,highway,stop,500,6
18481,highway,traffic_signals,500,1
78819,highway,turning_circle,500,4
80519,highway,turning_circle,100,1
53401,highway,stop,1000,60
57787,highway,crossing,1000,5
56777,highway,traffic_signals,1000,7
18883,highway,stop,500,5
39663,highway,stop,1000,12
35809,highway,traffic_signals,100,1
39663,highway,crossing,500,8
65723,highway,street_lamp,1000,1
87815,highway,motorway_junction,500,1
110494,highway,turning_circle,500,5
94955,highway,bus_stop,1000,28
134314,highway,bus_stop,1000,14
38371,highway,motorway_junction,1000,2
71503,highway,traffic_signals,1000,7
114189,highway,turning_circle,500,5
36111,highway,mini_roundabout,1000,2
17839,highway,stop,1000,3
22067,highway,bus_stop,100,1
70007,highway,bus_stop,500,4
26379,highway,crossing,100,1
89911,highway,traffic_signals,1000,50
90819,highway,stop,1000,56
98713,highway,bus_stop,500,2
104460,highway,bus_stop,500,5
111998,highway,turning_circle,1000,27
20721,highway,traffic_signals,1000,48
90925,highway,traffic_signals,1000,1
60353,highway,stop,500,18
75739,highway,crossing,100,6
76377,highway,bus_stop,500,2
4431,highway,give_way,500,2
74161,highway,turning_circle,1000,13
86911,highway,turning_circle,500,7
26379,highway,stop,100,1
69519,highway,turning_circle,500,1
119667,highway,turning_circle,1000,12
78015,highway,turning_circle,1000,7
19511,highway,turning_circle,500,1
125883,highway,turning_circle,1000,2
124099,highway,turning_circle,500,9
122079,highway,motorway_junction,1000,1
60833,highway,bus_stop,1000,4
2653,highway,give_way,1000,2
4417,highway,crossing,1000,1
55449,highway,give_way,1000,1
67459,highway,stop,1000,133
111998,highway,stop,1000,17
128231,highway,stop,500,15
114889,highway,crossing,500,19
70669,highway,turning_circle,500,5
62455,highway,bus_stop,500,7
74161,highway,bus_stop,500,11
72609,highway,bus_stop,500,8
68669,highway,crossing,1000,41
75775,highway,turning_circle,500,1
20085,highway,traffic_signals,500,1
28425,highway,bus_stop,500,7
83549,highway,crossing,100,4
93521,highway,bus_stop,1000,13
57355,highway,bus_stop,100,2
94955,highway,priority,500,9
4431,highway,turning_circle,100,1
110494,highway,motorway_junction,1000,1
60829,highway,stop,500,1
65259,highway,stop,1000,14
82991,highway,bus_stop,500,15
112688,highway,bus_stop,1000,6
69447,highway,crossing,1000,65
49327,highway,traffic_signals,500,4
79213,highway,turning_circle,500,2
61015,highway,traffic_signals,1000,8
97925,highway,turning_circle,1000,7
110792,highway,bus_stop,500,1
4103,highway,bus_stop,500,4
50093,highway,crossing,500,20
69599,highway,crossing,500,11
69835,highway,turning_circle,1000,31
73689,highway,stop,1000,166
73743,highway,turning_loop,500,9
19157,highway,stop,1000,79
67779,highway,bus_stop,500,5
115705,highway,turning_circle,500,1
110318,highway,turning_circle,1000,34
121249,highway,turning_circle,1000,14
12719,highway,crossing,1000,15
97925,highway,turning_circle,500,3
53401,highway,turning_circle,1000,48
16073,highway,priority,500,10
73689,highway,priority,1000,4
75739,highway,traffic_signals,1000,25
55833,highway,bus_stop,1000,9
72081,highway,motorway_junction,1000,4
114557,highway,motorway_junction,500,1
17909,highway,turning_circle,1000,3
89847,highway,motorway_junction,1000,4
55449,highway,turning_circle,500,3
20085,highway,crossing,1000,2
143602,highway,traffic_signals,500,2
70701,highway,traffic_signals,1000,5
70701,highway,stop,1000,79
56777,highway,stop,500,2
104672,highway,turning_circle,100,1
36111,highway,traffic_signals,500,3
59873,highway,turning_circle,1000,9
75061,highway,turning_circle,100,1
78041,highway,crossing,1000,4
20085,highway,stop,1000,4
37849,highway,stop,500,55
70009,highway,traffic_signals,1000,26
60353,highway,stop,1000,58
69197,highway,crossing,500,29
109324,highway,stop,1000,2
63991,highway,turning_circle,500,1
120513,highway,bus_stop,500,2
62493,highway,crossing,1000,47
79337,highway,crossing,500,12
95961,highway,turning_circle,500,1
86129,highway,turning_circle,1000,9
104460,highway,stop,500,17
48633,highway,stop,500,2
79213,highway,turning_circle,100,1
48633,highway,bus_stop,100,2
67459,highway,turning_circle,500,3
34523,highway,turning_circle,500,4
65437,highway,priority,100,1
99657,highway,stop,1000,129
109718,highway,bus_stop,1000,2
103850,highway,crossing,1000,53
65723,highway,bus_stop,500,21
75061,highway,bus_stop,1000,13
20721,highway,elevator,1000,1
82055,highway,bus_stop,500,12
114189,highway,turning_loop,1000,1
89725,highway,motorway_junction,1000,2
2653,highway,stop,1000,64
108138,highway,traffic_signals,1000,4
135134,highway,turning_circle,1000,32
135134,highway,turning_circle,500,19
2362,highway,turning_circle,500,2
2362,highway,crossing,1000,4
98713,highway,turning_circle,500,1
20165,highway,traffic_signals,1000,30
70009,highway,stop,1000,12
37009,highway,turning_circle,1000,15
79177,highway,turning_circle,500,9
73667,highway,priority,100,2
94955,highway,crossing,500,111
65437,highway,stop,100,2
64723,highway,turning_circle,1000,1
18481,highway,turning_loop,500,1
114189,highway,motorway_junction,1000,2
69909,highway,traffic_signals,1000,96
37725,highway,stop,500,4
85823,highway,bus_stop,500,8
37197,highway,bus_stop,500,1
114557,highway,stop,1000,1
19511,highway,turning_circle,1000,8
97925,highway,stop,1000,4
9162,highway,turning_circle,500,7
55449,highway,crossing,500,35
76597,highway,turning_circle,500,1
40471,highway,stop,1000,17
86407,highway,turning_circle,100,1
110080,highway,turning_circle,1000,21
70701,highway,bus_stop,1000,8
37009,highway,stop,500,3
19047,highway,crossing,500,3
37257,highway,stop,500,2
19153,highway,traffic_signals,500,13
120513,highway,crossing,1000,35
85823,highway,bus_stop,1000,26
104718,highway,give_way,1000,1
80735,highway,turning_circle,1000,27
5928,highway,turning_circle,1000,1
12719,highway,stop,1000,11
6818,highway,turning_circle,1000,13
78107,highway,stop,500,1
4445,highway,stop,1000,1
56777,highway,turning_circle,1000,26
83641,highway,mini_roundabout,1000,4
104672,highway,turning_circle,500,5
74161,highway,motorway_junction,1000,2
109324,highway,turning_circle,1000,10
77807,highway,stop,500,4
26379,highway,turning_circle,1000,22
121313,highway,turning_circle,500,10
78015,highway,traffic_signals,500,1
60663,highway,bus_stop,500,3
62291,highway,crossing,500,12
101221,highway,stop,1000,64
73755,highway,motorway_junction,1000,3
4431,highway,turning_circle,500,10
16073,highway,traffic_signals,500,2
101221,highway,motorway_junction,1000,1
19573,highway,turning_loop,1000,2
68631,highway,turning_circle,1000,28
111590,highway,stop,500,7
62493,highway,stop,500,14
80735,highway,bus_stop,500,6
19507,highway,turning_circle,1000,31
85015,highway,turning_circle,500,5
4103,highway,crossing,1000,93
98865,highway,give_way,1000,6
128231,highway,turning_circle,1000,9
73689,highway,turning_circle,500,3
69197,highway,turning_circle,1000,14
19573,highway,turning_circle,500,1
60829,highway,traffic_signals,500,4
81047,highway,turning_circle,1000,10
115705,highway,stop,500,19
17909,highway,traffic_signals,1000,1
11416,highway,traffic_signals,1000,1
29201,highway,stop,1000,30
143602,highway,traffic_signals,1000,11
83041,highway,motorway_junction,1000,2
28425,highway,bus_stop,1000,18
104672,highway,stop,1000,94
57887,highway,stop,1000,10
65437,highway,mini_roundabout,1000,1
81047,highway,stop,1000,14
114379,highway,turning_circle,1000,2
35809,highway,traffic_signals,1000,63
82079,highway,bus_stop,1000,46
63931,highway,turning_circle,1000,13
89725,highway,traffic_signals,1000,16
16541,highway,motorway_junction,1000,8
69599,highway,turning_circle,500,14
86479,highway,turning_circle,500,3
121453,highway,turning_circle,1000,19
122079,highway,street_lamp,1000,14
63421,highway,turning_circle,1000,8
22963,highway,crossing,500,35
19047,highway,stop,1000,48
101221,highway,trailhead,500,1
77807,highway,turning_circle,1000,9
26379,highway,stop,1000,69
37923,highway,traffic_signals,500,4
112366,highway,stop,1000,1
91335,highway,traffic_signals,1000,4
98865,highway,turning_circle,1000,12
95961,highway,traffic_signals,1000,1
50093,highway,motorway_junction,1000,1
76465,highway,traffic_signals,100,1
15803,highway,crossing,1000,1
64857,highway,crossing,500,2
19157,highway,traffic_signals,500,3
76683,highway,bus_stop,1000,68
60007,highway,bus_stop,500,3
87779,highway,motorway_junction,1000,2
82079,highway,stop,100,3
82079,highway,crossing,100,6
53517,highway,street_lamp,1000,146
37197,highway,bus_stop,1000,1
110324,highway,bus_stop,1000,6
89911,highway,crossing,100,1
18883,highway,turning_circle,500,7
76683,highway,crossing,1000,114
85823,highway,traffic_signals,500,24
51301,highway,traffic_signals,1000,106
35809,highway,bus_stop,500,10
122079,highway,turning_circle,100,1
55449,highway,crossing,100,3
62291,highway,traffic_signals,1000,19
65437,highway,stop,1000,173
60007,highway,street_lamp,1000,9
87779,highway,stop,500,5
78267,highway,turning_circle,500,6
19153,highway,crossing,1000,519
37923,highway,turning_loop,1000,1
39665,highway,stop,1000,5
14161,highway,crossing,100,6
20547,highway,turning_circle,500,4
53299,highway,traffic_signals,500,1
6222,highway,turning_circle,500,1
124099,highway,turning_circle,100,1
64763,highway,crossing,500,22
62291,highway,crossing,1000,94
73755,highway,turning_circle,500,1
83641,highway,traffic_signals,1000,15
75739,highway,turning_circle,500,9
82055,highway,crossing,500,23
63991,highway,stop,1000,26
22459,highway,traffic_signals,500,2
89911,highway,crossing,1000,140
6218,highway,turning_circle,1000,13
2653,highway,crossing,1000,1
12719,highway,bus_stop,500,2
40471,highway,turning_circle,1000,7
110666,highway,stop,500,1
19157,highway,give_way,1000,7
37009,highway,crossing,500,1
65747,highway,turning_circle,500,3
63991,highway,traffic_signals,1000,64
70669,highway,give_way,1000,3
85867,highway,street_lamp,500,9
116661,highway,stop,500,1
15803,highway,traffic_signals,1000,1
135134,highway,stop,500,7
125965,highway,crossing,500,1
52981,highway,crossing,1000,1
70669,highway,turning_circle,1000,6
18287,highway,stop,500,19
38371,highway,traffic_signals,500,1
65723,highway,stop,1000,26
75061,highway,crossing,1000,22
75529,highway,crossing,1000,23
60455,highway,stop,1000,4
70449,highway,turning_loop,1000,1
79337,highway,turning_loop,1000,1
49327,highway,stop,500,1
121601,highway,trailhead,1000,1
18883,highway,bus_stop,1000,12
136698,highway,traffic_signals,1000,5
37725,highway,bus_stop,500,17
70637,highway,turning_circle,1000,10
63439,highway,stop,500,5
2362,highway,traffic_signals,100,1
104460,highway,street_lamp,1000,91
8334,highway,stop,1000,11
112332,highway,turning_loop,1000,1
97925,highway,stop,500,1
22461,highway,bus_stop,1000,14
71503,highway,traffic_signals,500,6
18287,highway,traffic_signals,500,3
111590,highway,traffic_signals,1000,25
18287,highway,turning_circle,500,1
112008,highway,crossing,500,1
38371,highway,bus_stop,500,13
71525,highway,crossing,500,13
62419,highway,turning_circle,1000,19
64469,highway,traffic_signals,1000,2
69447,highway,crossing,500,23
131077,highway,traffic_signals,500,6
126479,highway,bus_stop,1000,6
19047,highway,give_way,1000,11
81047,highway,crossing,1000,83
65723,highway,turning_circle,1000,7
63991,highway,crossing,500,117
4445,highway,turning_circle,500,8
37725,highway,turning_circle,1000,1
61235,highway,bus_stop,1000,28
70669,highway,crossing,100,4
79147,highway,crossing,1000,1
79337,highway,crossing,1000,28
114557,highway,stop,500,1
78015,highway,traffic_signals,100,1
89725,highway,crossing,500,47
110318,highway,turning_circle,500,9
12857,highway,turning_circle,1000,11
122079,highway,crossing,1000,76
57887,highway,turning_circle,1000,27
16073,highway,crossing,500,97
22963,highway,bus_stop,500,1
75061,highway,turning_circle,1000,4
55833,highway,bus_stop,500,5
39665,highway,turning_circle,1000,25
96949,highway,turning_circle,1000,3
40827,highway,turning_circle,500,10
37009,highway,turning_circle,500,5
110666,highway,bus_stop,500,1
66183,highway,crossing,1000,59
82079,highway,street_lamp,100,3
121439,highway,bus_stop,1000,9
57355,highway,bus_stop,1000,35
20165,highway,motorway_junction,1000,7
69207,highway,turning_circle,1000,29
22461,highway,stop,500,3
134314,highway,crossing,1000,172
4431,highway,crossing,500,19
64795,highway,turning_circle,1000,20
136698,highway,turning_loop,1000,1
63991,highway,street_lamp,1000,1
53517,highway,street_lamp,500,13
67983,highway,turning_circle,1000,13
131077,highway,traffic_signals,1000,20
78031,highway,turning_circle,500,3
80735,highway,crossing,1000,3
78015,highway,turning_circle,500,3
51371,highway,turning_circle,500,21
16541,highway,bus_stop,1000,35
79213,highway,traffic_signals,1000,2
20085,highway,bus_stop,1000,1
69599,highway,bus_stop,500,4
60105,highway,stop,500,9
76683,highway,bus_stop,500,20
17839,highway,motorway_junction,1000,4
74161,highway,turning_circle,500,5
104718,highway,traffic_signals,1000,77
37923,highway,crossing,1000,4
69447,highway,bus_stop,500,6
82265,highway,turning_circle,500,3
103960,highway,turning_circle,500,6
73743,highway,stop,1000,6
73743,highway,turning_circle,1000,7
69835,highway,stop,1000,55
20721,highway,bus_stop,1000,68
94955,highway,bus_stop,100,2
18453,highway,traffic_signals,500,2
136698,highway,motorway_junction,500,1
113206,highway,give_way,1000,2
62185,highway,turning_circle,1000,3
70097,highway,crossing,500,2
116661,highway,bus_stop,1000,4
19507,highway,turning_circle,500,3
72817,highway,stop,1000,35
14973,highway,stop,500,8
73533,highway,crossing,500,7
69197,highway,traffic_signals,1000,7
60105,highway,crossing,1000,11
19157,highway,bus_stop,500,9
114379,highway,stop,500,1
19153,highway,stop,1000,13
36111,highway,bus_stop,500,9
80735,highway,traffic_signals,1000,11
26561,highway,turning_circle,1000,9
62185,highway,traffic_signals,1000,2
2350,highway,turning_circle,500,1
90799,highway,turning_circle,1000,4
57355,highway,traffic_signals,500,3
9168,highway,turning_circle,1000,1
72817,highway,street_lamp,1000,21
109718,highway,stop,1000,7
69835,highway,turning_circle,500,13
65437,highway,mini_roundabout,500,1
63469,highway,priority,1000,12
73755,highway,traffic_signals,1000,7
67459,highway,give_way,500,1
60829,highway,crossing,500,5
82055,highway,stop,500,1
38747,highway,turning_circle,1000,6
118965,highway,turning_circle,1000,1
40827,highway,turning_loop,500,2
6244,highway,crossing,1000,12
67779,highway,stop,1000,47
20721,highway,stop,1000,68
18481,highway,traffic_signals,1000,1
90925,highway,turning_circle,1000,14
73667,highway,turning_circle,1000,1
112834,highway,stop,500,29
68631,highway,turning_loop,1000,1
60455,highway,turning_circle,1000,11
80583,highway,traffic_signals,1000,4
16541,highway,stop,100,2
12857,highway,mini_roundabout,500,1
14063,highway,turning_circle,1000,3
98713,highway,traffic_signals,1000,7
37271,highway,traffic_signals,1000,9
83041,highway,turning_circle,500,3
14161,highway,traffic_signals,1000,2
15123,highway,stop,500,1
79617,highway,turning_circle,500,8
101221,highway,crossing,500,33
90925,highway,crossing,1000,134
37849,highway,give_way,500,1
20165,highway,traffic_signals,500,2
74161,highway,crossing,1000,37
85823,highway,turning_circle,500,5
35809,highway,turning_circle,1000,1
18287,highway,bus_stop,500,5
70669,highway,give_way,500,3
16541,highway,motorway_junction,500,1
80583,highway,stop,1000,14
29201,highway,traffic_signals,500,3
6244,highway,motorway_junction,500,1
57787,highway,turning_circle,1000,4
83641,highway,crossing,500,21
99657,highway,crossing,100,4
70009,highway,elevator,1000,2
113206,highway,bus_stop,500,10
68669,highway,turning_circle,500,4
116661,highway,stop,1000,5
55449,highway,traffic_signals,1000,26
19511,highway,stop,1000,14
72817,highway,turning_circle,500,1
110080,highway,crossing,1000,14
34523,highway,crossing,1000,39
104672,highway,bus_stop,1000,18
65437,highway,crossing,500,99
112834,highway,bus_stop,1000,25
119567,highway,bus_stop,1000,14
79177,highway,crossing,100,2
103850,highway,stop,500,3
19335,highway,traffic_signals,1000,25
37725,highway,crossing,1000,194
38371,highway,bus_stop,1000,42
35809,highway,elevator,1000,1
63439,highway,turning_loop,1000,1
87815,highway,stop,500,5
12719,highway,stop,500,5
76597,highway,crossing,500,32
104672,highway,turning_circle,1000,11
63469,highway,priority,500,4
40471,highway,bus_stop,1000,53
37849,highway,give_way,1000,6
65259,highway,crossing,1000,4
70097,highway,bus_stop,1000,4
112242,highway,bus_stop,1000,3
61193,highway,bus_stop,500,2
19157,highway,crossing,100,7
34523,highway,bus_stop,1000,8
78819,highway,give_way,1000,6
66183,highway,give_way,1000,3
62493,highway,stop,1000,63
78031,highway,crossing,500,6
134260,highway,turning_circle,1000,2
89847,highway,bus_stop,500,9
69599,highway,bus_stop,1000,8
112310,highway,stop,500,18
53401,highway,turning_circle,500,11
60007,highway,traffic_signals,1000,10
81047,highway,stop,500,6
78819,highway,stop,500,16
78041,highway,stop,1000,5
74161,highway,trailhead,500,1
55463,highway,traffic_signals,1000,6
26379,highway,turning_circle,500,6
64469,highway,turning_circle,500,13
48067,highway,turning_circle,500,12
87815,highway,traffic_signals,500,7
56545,highway,give_way,1000,2
131077,highway,bus_stop,1000,15
55449,highway,crossing,1000,168
78107,highway,turning_circle,500,3
2350,highway,crossing,500,16
6222,highway,crossing,1000,2
40471,highway,turning_circle,500,2
75739,highway,crossing,500,49
19573,highway,crossing,500,5
85823,highway,crossing,500,108
65747,highway,stop,500,3
55463,highway,traffic_signals,500,1
131077,highway,turning_circle,1000,34
79147,highway,turning_circle,500,6
70097,highway,turning_circle,1000,3
13143,highway,stop,1000,1
80735,highway,bus_stop,1000,15
96949,highway,stop,500,1
112332,highway,turning_circle,500,7
40827,highway,bus_stop,500,6
64857,highway,stop,1000,1
19047,highway,traffic_signals,1000,7
109718,highway,turning_circle,1000,14
112834,highway,stop,1000,94
82055,highway,crossing,1000,136
37725,highway,stop,1000,13
77807,highway,bus_stop,100,5
4658,highway,turning_circle,500,5
72081,highway,turning_circle,1000,15
78031,highway,crossing,1000,11
68669,highway,bus_stop,1000,4
2653,highway,traffic_signals,1000,15
104460,highway,turning_loop,1000,1
90819,highway,traffic_signals,1000,7
78615,highway,turning_circle,500,7
55277,highway,turning_circle,500,1
98713,highway,crossing,500,5
28425,highway,stop,500,9
72573,highway,turning_loop,1000,1
82055,highway,motorway_junction,1000,5
36111,highway,stop,1000,57
114189,highway,motorway_junction,500,1
67403,highway,turning_circle,500,6
37923,highway,traffic_signals,1000,13
70449,highway,stop,500,6
89911,highway,crossing,500,63
110318,highway,traffic_signals,1000,32
108138,highway,motorway_junction,1000,3
124099,highway,traffic_signals,1000,12
30929,highway,turning_circle,500,1
84639,highway,turning_loop,1000,2
92029,highway,crossing,500,16
37703,highway,stop,1000,22
60105,highway,traffic_signals,1000,3
69197,highway,turning_circle,500,6
73755,highway,street_lamp,1000,3
85867,highway,crossing,1000,366
38371,highway,crossing,500,12
110036,highway,bus_stop,1000,11
62185,highway,bus_stop,500,1
110494,highway,stop,1000,49
113160,highway,turning_circle,1000,12
104708,highway,turning_circle,1000,2
134314,highway,stop,500,7
70669,highway,bus_stop,500,8
78267,highway,stop,1000,2
68669,highway,turning_circle,1000,16
4658,highway,traffic_signals,1000,10
39665,highway,traffic_signals,1000,1
70007,highway,motorway_junction,1000,2
16059,highway,turning_circle,1000,3
87815,highway,give_way,1000,1
28425,highway,turning_circle,1000,6
89725,highway,crossing,100,3
32537,highway,traffic_signals,500,4
37257,highway,crossing,1000,2
104672,highway,bus_stop,500,7
73689,highway,crossing,100,1
110494,highway,give_way,1000,1
19335,highway,turning_circle,1000,5
104718,highway,bus_stop,1000,69
39663,highway,bus_stop,1000,15
87779,highway,bus_stop,1000,45
114189,highway,bus_stop,1000,23
62493,highway,traffic_signals,500,1
61235,highway,traffic_signals,500,5
70097,highway,turning_circle,500,1
95961,highway,turning_circle,1000,2
51681,highway,turning_loop,1000,1
90465,highway,bus_stop,1000,1
125965,highway,stop,1000,6
98865,highway,crossing,500,57
76465,highway,bus_stop,500,2
98865,highway,bus_stop,500,4
62291,highway,stop,1000,57
40471,highway,traffic_signals,500,5
119567,highway,turning_circle,500,4
112834,highway,traffic_signals,500,4
70471,highway,stop,1000,1
85867,highway,bus_stop,500,27
66183,highway,street_lamp,1000,1
53517,highway,stop,100,1
38747,highway,crossing,1000,4
26379,highway,crossing,1000,68
11844,highway,traffic_signals,500,2
80583,highway,turning_circle,1000,22
96087,highway,turning_circle,500,2
89847,highway,traffic_signals,500,1
110318,highway,traffic_signals,500,8
28503,highway,bus_stop,1000,3
2362,highway,bus_stop,1000,7
84207,highway,crossing,1000,28
72817,highway,bus_stop,500,5
51577,highway,stop,1000,1
62291,highway,motorway_junction,1000,4
85081,highway,turning_circle,1000,16
67779,highway,bus_stop,1000,13
112834,highway,crossing,500,118
83641,highway,elevator,1000,1
101221,highway,stop,500,9
73755,highway,bus_stop,500,4
79177,highway,bus_stop,500,2
113052,highway,turning_circle,1000,56
113206,highway,turning_circle,500,1
97693,highway,bus_stop,500,20
104718,highway,elevator,1000,5
113206,highway,bus_stop,100,2
70449,highway,turning_circle,500,5
39665,highway,motorway_junction,1000,1
70449,highway,stop,1000,26
9162,highway,bus_stop,1000,4
76465,highway,stop,1000,1
37257,highway,turning_circle,500,3
37849,highway,priority,1000,46
22461,highway,traffic_signals,500,1
64795,highway,traffic_signals,1000,2
85867,highway,traffic_signals,500,13
65259,highway,bus_stop,500,9
65223,highway,stop,100,3
119505,highway,turning_circle,1000,17
12857,highway,turning_circle,500,3
28503,highway,turning_circle,500,6
83549,highway,give_way,1000,1
91335,highway,give_way,500,2
16541,highway,crossing,500,17
40471,highway,mini_roundabout,500,1
18481,highway,stop,500,1
134314,highway,stop,1000,17
63991,highway,traffic_signals,500,19
2653,highway,turning_circle,500,8
6228,highway,motorway_junction,1000,4
110602,highway,crossing,1000,10
83641,highway,turning_circle,500,7
85867,highway,bus_stop,100,2
112688,highway,bus_stop,500,3
14161,highway,crossing,1000,77
116661,highway,turning_circle,1000,13
56545,highway,bus_stop,500,3
26379,highway,turning_loop,1000,1
93521,highway,turning_circle,500,6
117939,highway,turning_circle,1000,18
86479,highway,turning_circle,1000,9
110792,highway,bus_stop,1000,1
12719,highway,stop,100,1
98865,highway,crossing,1000,233
82863,highway,milestone,1000,1
112332,highway,crossing,1000,1
66029,highway,traffic_signals,1000,5
60829,highway,bus_stop,500,6
61193,highway,give_way,1000,1
110494,highway,bus_stop,1000,2
